uuid	hierarchy_id	node_id
474d9abf-f816-44ae-ad17-d10fb3092da3	csa-book	6.5.1
733b725c-4d42-4f05-9695-e79161b2c224	csa-book	6.5.1
9dd34095-a834-4241-bdc9-8d7b22339684	csa-book	6.5.1
ddb7262e-ac0a-4e1b-bfd3-2a4e9122fa69	csa-book	6.5.1
93e07719-56ae-4ffc-bef0-5f5718e6b56d	csa-book	6.5.2
953f3365-b597-45c1-8f5e-b960bc75112e	csa-book	7.1.1
fa78c533-f027-4d2d-9300-f498b81061a3	csa-book	7.1.2
299b7ae8-fb9f-4c31-8e60-ad1c751f263d	csa-book	7.1.4
58fd2cd5-a543-4aa5-bf1d-f2021cedaaff	csa-book	7.1.4
6ca042d3-d7b8-4afe-a40e-615a740bdb08	csa-book	7.1.4
c4d7feec-0065-4eca-a439-32e4d01ce98d	csa-book	7.1.4
eb6f2c42-225a-4329-8fd7-616436b19874	csa-book	7.1.4
7bde64be-c301-4299-b510-5210172560e3	csa-book	7.1.5
a52faa9d-171b-4ffb-914c-ed503be321eb	csa-book	7.1.5
389dd5f9-4a16-4b6b-9429-7d76071acb01	csa-book	7.2.1
6e4e4f01-2e0e-48ae-9fdf-6564e8d0b952	csa-book	7.2.1
7d55aea0-2c46-47de-99ad-1065bee74520	csa-book	7.2.1
874c0d24-dfb6-4d59-b762-fc16477bbdb9	csa-book	7.2.3
b2966670-7f91-4ed5-bc87-738948815030	csa-book	7.2.3
0179a3c9-6fc3-4497-922c-3521a0b32233	csa-book	8.1.1
4382d841-a64b-4e6d-9151-c60a66a48e77	csa-book	8.1.1
4d8d24af-0290-4852-8a1c-e16e4b9fa12f	csa-book	8.1.1
c9826686-328a-4c47-b32d-e17132034230	csa-book	8.1.1
fad5a542-bf14-4bc1-8c70-a650b66ed2d9	csa-book	8.1.1
5e2e39ac-f3db-4172-9fdc-716397a56482	csa-book	8.2.1
92c4ba1c-55f8-4806-bb29-9732813be256	csa-book	8.2.1
b6e42f58-0fe1-4ed1-93d7-cb6c7e77b69a	csa-book	8.2.1
c0870199-de97-448d-80ae-539b450b4f1c	csa-book	8.2.1
ef0b1e3b-5907-4e83-acd1-023782f88b3e	csa-book	8.2.1
2695ee51-4136-46af-82fb-723bf7383d68	csa-book	8.2.2
6c0957b3-a4cd-4913-a1ae-9685e1be3164	csa-book	8.2.2
d248bfa2-1699-4b54-86bb-b2cab6ce0c58	csa-book	8.2.2
efabfb97-2ae6-490b-b611-52503a122a67	csa-book	8.2.2
7ea71ae2-20d7-474e-a06b-82aba0c4e8f9	csa-book	8.2.3
13dfb0cd-74e9-423e-ba65-8209b0f36471	csa-book	8.2.4
e025a9dc-10a4-4a8f-82b9-2dd3f9897a2a	csa-book	8.2.4
336295c8-71c4-4af1-a0a8-fb54986d2b0d	csa-book	8.3.1
7373f41e-ce0c-49a2-923c-526d5da52681	csa-book	8.3.1
7c0ed43a-547d-492f-8f2e-2e5bc4d47b1d	csa-book	8.3.1
88888a01-8ca2-4743-9ee3-83eaa25cef0c	csa-book	8.3.1
9c8565a2-f7e1-48e7-959b-2fe942c9c600	csa-book	8.3.1
a8dcfdf4-2d16-4338-952a-1133d1b345d8	csa-book	8.3.1
f2a0af02-6ce8-4298-946f-b4190cd77b4c	csa-book	8.3.2
391584a4-ae42-4486-9b16-4078eb194bf4	csa-book	8.3.3
48fd3a42-41f5-4828-9118-01f984ffefd7	csa-book	8.3.3
925a5d29-c6c2-4d72-91f0-390ec44b2c0f	csa-book	8.3.3
9b45326f-1f5f-447f-98e5-b5c3edaddcb6	csa-book	8.3.3
c019c453-8273-4c95-be3e-4d58f8b8f4e9	csa-book	8.3.3
f0a9471a-f6d9-4abc-8c70-b0898ab65245	csa-book	8.3.3
f0f814d7-5566-40a6-a793-4c78e31b0225	csa-book	8.3.3
f2fbf5d0-f164-4c8d-9cbd-3355be4e4845	csa-book	8.3.3
f7838278-1021-4a60-bac0-04dca55101a4	csa-book	8.3.3
0fad0ed0-ea63-48a2-a151-7152de71ef4a	csa-book	8.3.4
c843d2a5-113c-42e8-abf2-1cc26244424e	csa-book	8.3.4
a28330b3-6b85-4f6b-b1ea-7421f74cf938	csa-book	8.4.1
b8d83981-ab4d-4684-b42a-3a445a7fa2bb	csa-book	8.4.1
d68a8ef4-5121-4f80-8a8c-fcdfeb2f5eeb	csa-book	8.4.1
9bae5d1e-cb5b-43c7-afb5-d6baf62f9026	csa-book	8.4.2
c6b84d1b-0762-48aa-ac65-ac4e0654d101	csa-book	8.4.2
1f43b090-9c40-4c53-91d8-5135741954f5	csa-book	8.4.3
6d02277b-48b9-4263-832d-45c8c7d2ad7c	csa-book	8.4.3
be65fdd0-43e8-45d1-b1f4-eec4893ef008	csa-book	8.4.3
d9e7d50f-26ea-494e-b5f5-df68d4a560c3	csa-book	8.4.3
e906cc04-34ce-47cf-b95e-9d088bf3bf1f	csa-book	8.4.3
0d0b4211-04ff-4dbe-9566-c0a7db853579	csa-book	8.4.4
7448f90f-24ca-4866-a07b-1fabc3cffa0e	csa-book	8.4.4
782d0358-3846-463b-9761-cc2334737cd2	csa-book	8.4.4
bbe7cc03-7675-4ad7-9e84-aa9c45645d28	csa-book	8.4.4
1c167896-1ead-4dab-8816-d7ef8b4ee1cd	csa-book	8.4.5
420b29c5-5660-4881-9f77-39d524cd82d8	csa-book	9.1.2
5cb2b629-9093-47cb-87f1-78de5c092b93	csa-book	9.1.2
